,Price,BHK,beds,baths,balcony,covered-parking,Carpet Area,Developer,Project,Floor,Transaction type,Status,Lifts,Address,Furnishing,Flooring,Water Availability,Status of Electricity,Price_Updated,BHK_2
93,35000000,3,3,3,3,2,1800,TARC The Anant Raj Corporation,TARC Tripundra,3 (Out of 10 Floors),New Property,,5,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut,₹3.50 Cr,3
94,55000000,3,3,3,2,2,3200,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Safdarjung Enclave, Safdarjung Enclave, New Delhi - South, Delhi NCR",Unfurnished,Granite,24 Hours Available,No/Rare Powercut,₹5.50 Cr,3
95,30000000,3,3,2,2,nan,161,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"Rishabh Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹3.0 Cr,3
96,3300000,3,3,2,nan,nan,1050,JVTS Group,JVTS Gardens,1 (Out of 5 Floors),New Property,Ready to Move,0,"Chhattarpur, New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",Unfurnished,"Ceramic Tiles, Marble",,,₹33.0 Lac,3
97,22500000,3,3,2,2,nan,1500,Cooperative Group Housing Society,DDA Flats Masjid Moth,1 (Out of 4 Floors),Resale,Ready to Move,0,"Masjid Moth Phase-1 DDA Flats, Greater Kailash I, Delhi South, Masjid Moth, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Normal Tiles/Kotah Stone, Vitrified",24 Hours Available,No/Rare Powercut,₹2.25 Cr,3
98,5900000,3,3,3,nan,1,1150,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Plot 17., Chattarpur Extension, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹59.0 Lac,3
99,215000000,3,3,4,5,3,4200,,,Ground (Out of 4 Floors),New Property,Ready to Move,0,"Also many more options between 3-10 BHK New Builder Floor Apartments or Independent Houses in South Delhi & Central Delhi on Prime Locations., Jor Bagh, New Delhi - Central, Delhi NCR",Semi-Furnished,"Vitrified, Wooden, Marble",24 Hours Available,No/Rare Powercut,₹21.50 Cr,3
100,32500000,3,3,3,2,1,167,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"nehru enclaves, Nehru Enclave, New Delhi - South, Delhi NCR",Unfurnished,"Ceramic Tiles, Granite, Marble, Marbonite, Wooden",24 Hours Available,No/Rare Powercut,₹3.25 Cr,3
101,5000000,3,3,2,nan,nan,800,,,4 (Out of 5 Floors),New Property,Ready to Move,0,"rajpur khurd extension, Chhattarpur, New Delhi - South, Delhi NCR",Furnished,,,,₹50.0 Lac,3
102,6500000,3,3,2,nan,1,1250,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"New Delhi, Burari, New Delhi - North, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹65.0 Lac,3
103,39700000,3,3,3,3,1,2206,TARC The Anant Raj Corporation,TARC Tripundra,10 (Out of 12 Floors),New Property,,2,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹3.97 Cr,3
104,38100000,2,2,2,2,1,1732,DLF Ltd.,DLF One Midtown,11 (Out of 39 Floors),New Property,,0,"Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹3.81 Cr,2
105,5500000,3,3,2,1,1,900,Skyom Infratech,Skyom Apartment,1 (Out of 4 Floors),New Property,Ready to Move,0,"Xyz., Mahavir Enclave, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Vitrified",24 Hours Available,No/Rare Powercut,₹55.0 Lac,3
106,39700000,3,3,3,4,1,1506,TARC The Anant Raj Corporation,TARC Tripundra,4 (Out of 10 Floors),New Property,,2,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹3.97 Cr,3
107,55600000,3,3,3,2,2,1800,DLF Ltd.,DLF One Midtown,4 (Out of 39 Floors),New Property,,4,"Moti Nagar, Shivaji Marg, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Wooden",24 Hours Available,No/Rare Powercut,₹5.56 Cr,3
108,43000000,3,3,3,4,2,1161,TARC The Anant Raj Corporation,TARC Tripundra,5 (Out of 10 Floors),New Property,,5,"Bijwasan, New Delhi, Bijwasan, New Delhi - South, Delhi NCR",Furnished,"Wooden, Marble",24 Hours Available,No/Rare Powercut,₹4.30 Cr,3
109,50000000,3,3,3,2,1,1400,,,3 (Out of 3 Floors),New Property,,0,"Lajpat Nagar 3, Lajpat Nagar 3, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹5.0 Cr,3
110,39000000,3,3,3,3,2,1650,TARC The Anant Raj Corporation,TARC Tripundra,4 (Out of 10 Floors),New Property,,2,"Bijwasan Road, Near St. Froebell Senior Secondary School, Bijwasan, New Delhi - 110063, Bijwasan, New Delhi - South, Delhi NCR",Semi-Furnished,"Granite, Marble, Marbonite, Wooden",24 Hours Available,No/Rare Powercut,₹3.90 Cr,3
111,30000000,2,2,2,3,1,1750,DLF Ltd.,DLF One Midtown,9 (Out of 38 Floors),New Property,,6,"Moti Nagar, New Delhi, Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Vitrified",24 Hours Available,No/Rare Powercut,₹3.0 Cr,2
112,61100000,3,3,4,2,2,1462,Godrej Properties,Godrej Prima,18 (Out of 36 Floors),New Property,,3,"Plot No.B-319, Okhla Industrial Area, Phase-I, New Delhi, Okhla Phase 1, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Wooden",24 Hours Available,No/Rare Powercut,₹6.11 Cr,3
113,8500000,3,3,3,1,nan,1150,,,1 (Out of 5 Floors),New Property,,0,"Vasant Kunj, Kishangarh, car market, near Fortis Hospital, south west Delhi, New Delhi-110070, Sector A Vasant Kunj, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,,,₹85.0 Lac,3
114,35000000,2,2,2,3,2,1755,DLF Ltd.,DLF One Midtown,3 (Out of 39 Floors),New Property,,5,"15, Shivaji Marg, New Delhi, 110015, Karam Pura, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut,₹3.50 Cr,2
115,25000000,3,3,3,2,1,1150,,,1 (Out of 4 Floors),New Property,,0,"Paschim vihar, Paschim Vihar Block B3, New Delhi - West, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut,₹2.50 Cr,3
116,7200000,3,3,2,nan,nan,900,,,1 (Out of 5 Floors),New Property,,0,"New Delhi, Sector 23 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,,,,₹72.0 Lac,3
117,38600000,3,3,3,4,2,1900,TARC The Anant Raj Corporation,TARC Tripundra,8 (Out of 10 Floors),New Property,,3,"Bijwasan Road, Near St. Froebell Senior Secondary School, Bijwasan, New Delhi - 110063, Bijwasan, New Delhi - South, Delhi NCR",Furnished,"Ceramic Tiles, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹3.86 Cr,3
118,15000000,2,2,2,2,nan,900,,,2 (Out of 4 Floors),New Property,,0,"Pitampura, Poorvi Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,,,₹1.50 Cr,2
119,53000000,3,3,3,3,2,1600,Godrej Properties,Godrej South Estate,6 (Out of 23 Floors),Resale,,4,"Okhla, New Delhi, Okhla Phase 1, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut,₹5.30 Cr,3
120,35000000,2,2,2,4,1,1700,DLF Ltd.,DLF One Midtown,10 (Out of 39 Floors),New Property,,6,"Moti Nagar, New Delhi, Karam Pura, New Delhi - West, Delhi NCR",Furnished,Marble,,No/Rare Powercut,₹3.50 Cr,2
121,13000000,3,3,3,1,1,1450,,,1 (Out of 5 Floors),New Property,,0,"Plot No 5, MG Road Chattarpur, Near CDR Chowk, Vasant Kunj, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Vitrified",24 Hours Available,No/Rare Powercut,₹1.30 Cr,3
122,2500000,2,2,2,1,1,550,,,2 (Out of 4 Floors),Resale,,0,"New Delhi, Dwarka Mor, New Delhi - West, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹25.0 Lac,2
123,24100000,3,3,2,1,1,1500,Cooperative Group Housing Society,Kaveri Apartment,7 (Out of 7 Floors),Resale,Ready to Move,0,"upper floor, Alaknanda, New Delhi - South, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut,₹2.41 Cr,3
124,46000000,3,3,3,2,1,1700,,RWA Panchsheel Enclave,3 (Out of 4 Floors),Resale,Ready to Move,0,"Panchsheel Enclave, New Delhi, Panchsheel Enclave, New Delhi - South, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut,₹4.60 Cr,3
125,62600000,3,3,3,3,2,1463,Godrej Properties,Godrej South Estate,10 (Out of 36 Floors),New Property,,4,"Godrej PRIMA Tower, Okhla, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹6.26 Cr,3
126,4800000,3,3,2,1,nan,950,,,1 (Out of 5 Floors),Resale,,0,"Govindpuri, Govindpuri Main, New Delhi - South, Delhi NCR",Unfurnished,,,,₹48.0 Lac,3
127,25000000,3,3,2,2,nan,1200,,,Ground (Out of 2 Floors),Resale,Ready to Move,0,"Tower Apartments, Pitampura, TV Tower, Wazirpur Depot, Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.50 Cr,3
128,59900000,3,3,3,2,nan,226,,,Ground (Out of 4 Floors),New Property,Ready to Move,0,"Safdarjung Enclave, New Delhi - South, Delhi NCR",Unfurnished,,,,₹5.99 Cr,3
129,7950000,3,3,3,nan,1,1210,Hindh Homes,Hindh Homes,,New Property,Ready to Move,2,"Chhattarpur, New Delhi - South, Delhi NCR",Unfurnished,,24 Hours Available,No/Rare Powercut,₹79.5 Lac,3
130,31500000,3,3,3,1,1,1300,,,2 (Out of 4 Floors),New Property,,0,"Poorvi Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹3.15 Cr,3
131,9500000,2,2,2,nan,1,800,,,3 (Out of 4 Floors),New Property,Ready to Move,0,"H block, Vikaspuri Block H, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹95.0 Lac,2
132,12600000,2,2,2,nan,nan,1000,Delhi Development Authority DDA,DDA Flats Sarita Vihar,3 (Out of 5 Floors),Resale,Ready to Move,0,"Sarita Vihar, New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite, Mosaic, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹1.26 Cr,2
133,16000000,3,3,3,3,nan,1550,Cooperative Group Housing Society,Young Aheria Apartment,5 (Out of 8 Floors),Resale,Ready to Move,0,"Dwarka Sector 7, New Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Ceramic Tiles,,,₹1.60 Cr,3
134,16700000,3,3,2,3,1,1600,Delhi Development Authority DDA,DDA Atulya Apartment,5 (Out of 8 Floors),Resale,Ready to Move,3,"sector 18 dwarka, Sector 18 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.67 Cr,3
135,23000000,3,3,3,1,1,1250,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"Dakshini Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹2.30 Cr,3
136,19700000,3,3,3,1,1,1800,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"A Block, sector 8 Dwarka, Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Vitrified, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.97 Cr,3
137,25000000,3,3,2,1,nan,1560,Delhi Development Authority DDA,DDA Pocket 2,Ground (Out of 4 Floors),Resale,Ready to Move,0,"dda flats sector D pocket 2 Vasant Kunj, Sector D Vasant Kunj, New Delhi - South, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut,₹2.50 Cr,3
138,18500000,3,3,2,2,1,1600,,Progressive Apartment,2 (Out of 8 Floors),Resale,Ready to Move,2,"Dwarka Sector 3, New Delhi, Sector 3 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹1.85 Cr,3
139,21000000,3,3,3,3,nan,1400,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"B-block, Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹2.10 Cr,3
140,22500000,3,3,2,4,1,1600,Cooperative Group Housing Society,Himachal Apartment,7 (Out of 8 Floors),Resale,Ready to Move,2,"Dwarka Sector 5, New Delhi, Sector 5 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹2.25 Cr,3
141,24500000,3,3,3,2,nan,1400,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"c r park, Chittaranjan Park, New Delhi - South, Delhi NCR",Unfurnished,,,,₹2.45 Cr,3
142,33000000,3,3,3,2,nan,1750,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"sarswativihar, New Delhi, Delhi NCR",Semi-Furnished,"Vitrified, Marble, Granite",,,₹3.30 Cr,3
143,20000000,2,2,2,2,nan,1100,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"New Delhi-South, Hauz Khas Enclave, New Delhi - South, Delhi NCR",Unfurnished,"Mosaic, Marble",,,₹2.0 Cr,2
144,19500000,3,3,3,2,1,1000,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Kailash Hills, East of Kailash, New Delhi, Delhi, Kailash hills, New Delhi - South, Delhi NCR",Semi-Furnished,"Mosaic, Marble",24 Hours Available,No/Rare Powercut,₹1.95 Cr,3
145,41500000,3,3,3,3,2,2303,Emaar India,Emaar Project Commonwealth Games Village 2010,3 (Out of 8 Floors),New Property,Ready to Move,2,"Middle Floor, Commonwealth Games Village 2010, New Delhi - East, Delhi NCR",Semi-Furnished,"Granite, Marble, Wooden",24 Hours Available,No/Rare Powercut,₹4.15 Cr,3
146,38000000,3,3,3,3,1,1700,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"Lajpat Nagar, Lajpat Nagar 3, New Delhi - South, Delhi NCR",Semi-Furnished,Granite,24 Hours Available,No/Rare Powercut,₹3.80 Cr,3
147,19000000,3,3,2,1,nan,1500,Delhi Development Authority DDA,DDA Flats,,Resale,Ready to Move,0,"New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.90 Cr,3
148,45000000,3,3,3,2,2,1800,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"E Block, GK I, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut,₹4.50 Cr,3
149,4250000,3,3,2,1,nan,810,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"Uttam nagar, Uttam Nagar, New Delhi - West, Delhi NCR",Unfurnished,"Vitrified, Marble, Granite",,,₹42.5 Lac,3
150,16000000,3,3,3,1,nan,99,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Sector 5 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Wooden, Marble, Granite",,,₹1.60 Cr,3
151,18000000,3,3,3,3,nan,1600,Cooperative Group Housing Society,Highland Tower,6 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 12, New Delhi, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.80 Cr,3
152,22500000,3,3,3,1,nan,1300,,,Ground (Out of 3 Floors),Resale,Ready to Move,0,"block Saket, Saket, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹2.25 Cr,3
153,24500000,3,3,3,3,1,1400,,,3 (Out of 3 Floors),New Property,Ready to Move,0,"New Delhi, Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.45 Cr,3
154,10500000,3,3,2,1,1,1381,CIETD Pvt Ltd ,Palm Green,3 (Out of 3 Floors),New Property,Ready to Move,0,"Palam, Dwarka Sec-7, Palam Extension, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.05 Cr,3
155,17000000,3,3,2,1,nan,1800,Delhi Development Authority DDA,DDA Flats Sarita Vihar,1 (Out of 3 Floors),Resale,Ready to Move,0,"Sarita Vihar, New Delhi, Sarita Vihar Pocket F, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.70 Cr,3
156,15500000,3,3,2,3,1,1650,Himachali CGHS Ltd.,Gauri Ganesh Apartment,3 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 3, New Delhi, Sector 3 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marbonite, Mosaic",24 Hours Available,No/Rare Powercut,₹1.55 Cr,3
157,13000000,2,2,2,nan,1,1000,Cooperative Group Housing Society,Green Valley Apartments,4 (Out of 7 Floors),Resale,Ready to Move,2,"green valley apartments, Sector 22 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Vitrified,24 Hours Available,No/Rare Powercut,₹1.30 Cr,2
158,32500000,3,3,3,1,nan,1100,,RWA Sarvapriya Vihar,1 (Out of 4 Floors),Resale,Ready to Move,0,"New Delhi, Sarvapriya Vihar, New Delhi - South, Delhi NCR",Unfurnished,,,,₹3.25 Cr,3
159,22500000,3,3,2,4,1,1650,Cooperative Group Housing Society,Himachal Apartment,7 (Out of 8 Floors),Resale,Ready to Move,2,"Dwarka Sector 5, New Delhi, Sector 5 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹2.25 Cr,3
160,18000000,3,3,3,3,nan,1600,Cooperative Group Housing Society,Brahma Apartments,3 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 7, New Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Marble, Mosaic",24 Hours Available,No/Rare Powercut,₹1.80 Cr,3
161,45000000,3,3,3,2,2,1450,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Green park., Green Park, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Ceramic Tiles, Marble, Granite",24 Hours Available,No/Rare Powercut,₹4.50 Cr,3
162,65000000,3,3,3,2,2,2000,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"C Block, Panchsheel Enclave, New Delhi - South, Delhi NCR",Unfurnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut,₹6.50 Cr,3
163,11500000,3,3,2,nan,nan,1150,East India Earth Movers,East End Apartments,6 (Out of 8 Floors),Resale,Ready to Move,0,"Eastend Apartments, Mayur Vihar 1, New Delhi - East, Delhi NCR",Unfurnished,,,,₹1.15 Cr,3
164,8500000,2,2,2,nan,nan,900,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"East of Kailash South Delhi, East Of Kailash, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble, Wooden",24 Hours Available,No/Rare Powercut,₹85.0 Lac,2
165,36000000,3,3,3,3,3,1500,Ultra Realty Estates,Ultra Realty Homes,2 (Out of 4 Floors),New Property,Ready to Move,3,"New Delhi, GK I, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Granite",24 Hours Available,No/Rare Powercut,₹3.60 Cr,3
166,16500000,3,3,2,2,nan,1650,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"delhi 92, Guru Angad Nagar West, New Delhi - East, Delhi NCR",Semi-Furnished,,,,₹1.65 Cr,3
167,22500000,3,3,3,1,1,1215,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"A-afc., Derawal Nagar, New Delhi - North, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Normal Tiles/Kotah Stone, Vitrified, Wooden",24 Hours Available,No/Rare Powercut,₹2.25 Cr,3
168,26000000,3,3,3,2,nan,1250,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"chittaranjan Park, Chittaranjan Park, New Delhi - South, Delhi NCR",Unfurnished,,,,₹2.60 Cr,3
169,29000000,3,3,3,2,2,1650,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"B block, lok vihar, Lok Vihar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.90 Cr,3
170,20400000,3,3,3,2,1,1700,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"saket, H Block-Saket, New Delhi - South, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹2.04 Cr,3
171,23500000,3,3,3,2,2,1550,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Kailash hills East of Kailash new delhi., Kailash hills, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹2.35 Cr,3
172,4500000,2,2,2,1,nan,500,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹45.0 Lac,2
173,42500000,3,3,4,3,2,1600,,,3 (Out of 3 Floors),Resale,Ready to Move,0,"Block-A, Defence Colony, New Delhi - South, Delhi NCR",Semi-Furnished,"Marble, Wooden",24 Hours Available,No/Rare Powercut,₹4.25 Cr,3
174,65000000,3,3,3,2,2,222,,,3 (Out of 4 Floors),New Property,Ready to Move,0,"Panchsheela Park, Panchsheela Park, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Wooden",24 Hours Available,No/Rare Powercut,₹6.50 Cr,3
175,11500000,2,2,2,nan,nan,1000,Cooperative Group Housing Society,Lake View Apartment,3 (Out of 4 Floors),Resale,Ready to Move,0,"PLOT NO. 42, Pocket 42, Sector 9, Rohini, Delhi., Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.15 Cr,2
176,24500000,3,3,3,2,2,1800,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"Jeevan Niketan, LIC Colony, New Delhi - West, Delhi NCR",Semi-Furnished,"Granite, Marble, Vitrified",24 Hours Available,No/Rare Powercut,₹2.45 Cr,3
177,11200000,2,2,2,1,nan,900,Delhi Development Authority DDA,DDA Flats Sarita Vihar,3 (Out of 3 Floors),Resale,Ready to Move,0,"Sarita vihar New Delhi, Sarita Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.12 Cr,2
178,2950000,2,2,2,1,1,650,Planner N Maker,Planner N Maker Homes,3 (Out of 4 Floors),New Property,Ready to Move,0,"Uttam Nagar West, New Delhi, Uttam Nagar West, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹29.5 Lac,2
179,9000000,2,2,2,1,nan,900,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"Gh-13, GH 13 Paschim Vihar, New Delhi - West, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹90.0 Lac,2
180,32500000,3,3,3,3,nan,181,,,Ground (Out of 3 Floors),Resale,Ready to Move,0,"New Delhi, Uday Park, New Delhi - South, Delhi NCR",Unfurnished,,,,₹3.25 Cr,3
181,20500000,3,3,3,2,1,1700,Cooperative Group Housing Society,Elephanta Heights,8 (Out of 8 Floors),Resale,Ready to Move,2,"Dwarka Sector 10New Delhi, Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.05 Cr,3
182,10500000,3,3,2,nan,nan,1300,Cooperative Group Housing Society,Puneet Apartment,2 (Out of 3 Floors),Resale,Ready to Move,0,"Plot no - b 10, Vasundhara enclave New Delhi - 110096, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.05 Cr,3
