,Price,BHK,beds,baths,balcony,covered-parking,Carpet Area,Developer,Project,Floor,Transaction type,Status,Lifts,Address,Furnishing,Flooring,Water Availability,Status of Electricity,Price_Updated,BHK_2
195,4700000,2,2,2,1,nan,600,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"rohini sector 28, Sector 28 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹47.0 Lac,2
196,9500000,2,2,2,nan,nan,1200,Delhi Development Authority DDA,DDA Samrat Apartment,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Abc, Vasundhara Enclave, New Delhi - East, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹95.0 Lac,2
197,45000000,3,3,3,3,2,2200,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Safdarjung Enclave, Safdarjung Enclave, New Delhi - South, Delhi NCR",Semi-Furnished,"Marble, Granite",24 Hours Available,No/Rare Powercut,₹4.50 Cr,3
198,99000000,3,3,3,3,2,2150,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"Defence Colony, Defence Colony, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Marble",24 Hours Available,No/Rare Powercut,₹9.90 Cr,3
199,27500000,3,3,3,3,nan,2000,Delhi Development Authority DDA,DDA Pocket 2,Ground (Out of 4 Floors),Resale,Ready to Move,0,"sector d pocket 2 vasany kunj, Sector D Vasant Kunj, New Delhi - South, Delhi NCR",Unfurnished,,,,₹2.75 Cr,3
200,26500000,3,3,3,2,nan,1440,,,Ground (Out of 3 Floors),New Property,Ready to Move,0,"New Delhi, Chittaranjan Park, New Delhi - South, Delhi NCR",Unfurnished,,,,₹2.65 Cr,3 
201,30000000,3,3,3,2,1,1250,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"B-41a., Kalkaji, New Delhi - South, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut,₹3.0 Cr,3 
202,13700000,2,2,2,1,nan,1150,Delhi Development Authority DDA,DDA Flats Sarita Vihar,1 (Out of 4 Floors),New Property,Ready to Move,0,"Sarita vihar new delhi., Sarita Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Marble, Marbonite",24 Hours Available,No/Rare Powercut,₹1.37 Cr,2 
203,6200000,3,3,2,nan,1,1100,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Raju enclave dwarka sector 15., Sector 15 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Vitrified",24 Hours Available,No/Rare Powercut,₹62.0 Lac,3 
204,18000000,3,3,2,2,2,1750,Delhi Development Authority DDA,DDA Samridhi Apartment,2 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 11, New Delhi, Sector 18 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹1.80 Cr,3 
205,9500000,2,2,nan,nan,nan,900,,Jangpura B,2 (Out of 3 Floors),Resale,Ready to Move,0,"Jangpura, New Delhi, Jangpura B, New Delhi - South, Delhi NCR",Furnished,"Granite, Marble",24 Hours Available,No/Rare Powercut,₹95.0 Lac,2 
206,13000000,2,2,2,nan,1,1200,Delhi Development Authority DDA,Suryodaya Apartment DDA Flats Pocket 8,Ground (Out of 3 Floors),Resale,Ready to Move,2,"Dwarka, New Delhi, Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.30 Cr,2 
207,16700000,3,3,2,3,1,1600,Delhi Development Authority DDA,DDA Atulya Apartment,5 (Out of 8 Floors),Resale,Ready to Move,3,"Dwarka Sector  New Delhi, Sector 18 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.67 Cr,3 
208,18800000,3,3,2,3,nan,1680,,Antriksh Highland Tower,2 (Out of 8 Floors),Resale,Ready to Move,0,"dwarka sector -12, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,,,,₹1.88 Cr,3 
209,2800000,2,2,nan,1,nan,450,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"New Delhi, Mahavir Enclave Part 1, New Delhi - West, Delhi NCR",Semi-Furnished,,,,₹28.0 Lac,2 
210,23500000,3,3,3,2,nan,1800,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"Parmar Prop sq 4 Munirka Vhar, Munirka Vihar, New Delhi - South, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles, Marble, Granite",,,₹2.35 Cr,3 
211,15000000,3,3,2,4,1,1590,Cooperative Group Housing Society,Young Aheria Apartment,6 (Out of 8 Floors),Resale,Ready to Move,2,"Dwarka Sector 7, New Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,"Ceramic Tiles, Vitrified",24 Hours Available,No/Rare Powercut,₹1.50 Cr,3 
212,31000000,3,3,3,2,2,1720,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"Ashiyana Associates, Ashok Vihar Phase 1, New Delhi - North, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble, Marbonite",24 Hours Available,No/Rare Powercut,₹3.10 Cr,3 
213,26000000,3,3,3,1,1,117,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"Uttari Pitampura, Uttari Pitampura, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.60 Cr,3 
214,22500000,3,3,2,1,nan,1150,,Dhruva Apartment,1 (Out of 4 Floors),Resale,Ready to Move,0,"Sector 13 Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,,24 Hours Available,No/Rare Powercut,₹2.25 Cr,3 
215,2600000,2,2,2,1,nan,495,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"New Delhi, Dwarka Mor, New Delhi - West, Delhi NCR",Unfurnished,,,,₹26.0 Lac,2 
216,18000000,3,3,3,3,nan,1800,Cooperative Group Housing Society,Jawahar Lal Apartment,9 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka Sector 5, New Delhi, Sector 5 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut,₹1.80 Cr,3 
217,14000000,2,2,2,nan,nan,1200,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"a - block Vivek Vihar, Vivek Vihar Phase 1, New Delhi - East, Delhi NCR",Semi-Furnished,"Vitrified, Ceramic Tiles, Marble, Normal Tiles/Kotah Stone, Granite",,,₹1.40 Cr,2 
218,26000000,3,3,3,2,1,1500,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"24., Nangal Dewat, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.60 Cr,3 
219,32000000,3,3,2,3,nan,1550,DLF Ltd.,DLF Capital Greens 1 and 2,9 (Out of 28 Floors),Resale,Ready to Move,0,"moti nagar, Moti Nagar, New Delhi - West, Delhi NCR",Furnished,,,,₹3.20 Cr,3 
220,21500000,3,3,3,1,1,1450,Cooperative Group Housing Society,CGHS Aashiana Apartments,3 (Out of 10 Floors),Resale,Ready to Move,2,"Aashiana Apartment, Mayur Vihar 1, New Delhi - East, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹2.15 Cr,3 
221,25000000,3,3,3,1,1,1800,Cooperative Group Housing Society,Spring Valley,9 (Out of 10 Floors),Resale,Ready to Move,0,"Spring Valley Sector 11 Dwarka, Dwarka Delhi, Sector 11 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,"Marble, Vitrified",24 Hours Available,No/Rare Powercut,₹2.50 Cr,3 
222,5800000,3,3,2,1,1,990,Hargobind Group,Hargobind Enclave,2 (Out of 5 Floors),New Property,Ready to Move,0,"Chhattarpur, New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Marble",24 Hours Available,No/Rare Powercut,₹58.0 Lac,3 
223,21000000,3,3,3,3,1,1750,Cooperative Group Housing Society,Ashirwad Apartments,3 (Out of 7 Floors),Resale,Ready to Move,2,"Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹2.10 Cr,3 
224,10500000,2,2,2,1,nan,850,Delhi Development Authority DDA,DDA Saraswati Kunj Apartment,2 (Out of 3 Floors),Resale,Ready to Move,0,"Indraprastha Extension, Patparganj, New Delhi - East, Delhi NCR",Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹1.05 Cr,2 
225,29000000,3,3,3,2,1,1350,,,3 (Out of 4 Floors),New Property,Ready to Move,0,"Janakpuri., Janakpuri, New Delhi - West, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut,₹2.90 Cr,3 
226,50000000,3,3,3,2,nan,2000,,,1 (Out of 5 Floors),New Property,Ready to Move,0,"Jangpura A, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹5.0 Cr,3 
227,33500000,3,3,3,3,nan,188,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"New Delhi, Janakpuri, New Delhi - West, Delhi NCR",Unfurnished,,,,₹3.35 Cr,3 
228,19500000,3,3,3,3,nan,1600,Cooperative Group Housing Society,Sarve Satyam Apartment,6 (Out of 10 Floors),Resale,Ready to Move,0,"Dwarka Sector 4, New Delhi, Sector 4 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Marble,,,₹1.95 Cr,3 
229,20000000,3,3,3,2,1,1200,,,3 (Out of 3 Floors),New Property,Ready to Move,0,"Green Park, Green Park, New Delhi - South, Delhi NCR",Semi-Furnished,"Mosaic, Vitrified, Wooden, Granite",24 Hours Available,No/Rare Powercut,₹2.0 Cr,3 
230,18000000,2,2,2,2,1,84,,,3 (Out of 3 Floors),New Property,Ready to Move,0,"C99b kalkaji., Kalkaji Extention, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.80 Cr,2 
231,12500000,3,3,3,1,1,720,,,4 (Out of 4 Floors),Resale,Ready to Move,0,"xyz, Ashok Vihar, New Delhi - North, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹1.25 Cr,3 
232,13000000,2,2,2,nan,nan,800,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Na., Malviya Nagar, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,6 Hours Available,No/Rare Powercut,₹1.30 Cr,2 
233,2900000,2,2,2,1,nan,520,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Uttam Nagar, Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹29.0 Lac,2 
234,17200000,3,3,2,2,1,1650,,Progressive Apartment,6 (Out of 7 Floors),Resale,Ready to Move,2,"Dwarka Sector 3, New Delhi, Sector 3 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Mosaic,24 Hours Available,No/Rare Powercut,₹1.72 Cr,3 
235,55000000,3,3,3,3,1,2000,,,3 (Out of 3 Floors),Resale,Ready to Move,0,"Greater Kailash 2, GK I, New Delhi - South, Delhi NCR",Semi-Furnished,"Wooden, Marble",24 Hours Available,No/Rare Powercut,₹5.50 Cr,3 
236,21000000,3,3,2,3,1,1450,Cooperative Group Housing Society,Happy Home Apartments,3 (Out of 9 Floors),Resale,Ready to Move,2,"Dwarka Sector 7, New Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.10 Cr,3 
237,65000000,3,3,3,2,nan,251,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"New Delhi, GK I, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹6.50 Cr,3 
238,55000000,3,3,3,2,nan,209,,,Ground (Out of 4 Floors),New Property,Ready to Move,0,"greater Kailash-2, GK II, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹5.50 Cr,3 
239,21500000,3,3,3,3,1,1650,,,5 (Out of 7 Floors),Resale,Ready to Move,2,"Dwarka Sector 10, New Delhi, Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut,₹2.15 Cr,3 
240,40000000,3,3,3,3,nan,1550,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"Greater Kailash E block, GK II, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹4.0 Cr,3 
241,18000000,3,3,3,1,nan,1325,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Model Town Phase 3, New Delhi - North, Delhi NCR",Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.80 Cr,3 
242,11100000,3,3,2,nan,nan,1150,Delhi Development Authority DDA,DDA Shikha Apartment,3 (Out of 3 Floors),Resale,Ready to Move,0,"Shikha apartment, Indraprastha Extension, New Delhi - East, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹1.11 Cr,3 
243,38000000,3,3,3,3,nan,1900,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"I block, Chittaranjan Park, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹3.80 Cr,3 
244,42500000,3,3,3,2,nan,2160,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"New Delhi, Safdarjung Enclave, New Delhi - South, Delhi NCR",Unfurnished,"Wooden, Marble",,,₹4.25 Cr,3 
245,42500000,3,3,3,4,2,1600,Taneja Group,Greater Kailash Builder Floors,1 (Out of 4 Floors),New Property,Ready to Move,0,"Gk-1, Greater Kailash, New Delhi - South, Delhi NCR",Semi-Furnished,"Marble, Vitrified",24 Hours Available,No/Rare Powercut,₹4.25 Cr,3 
246,19800000,3,3,3,nan,1,1600,Sachdeva Builder,Swami Dayanand Apartment,4 (Out of 8 Floors),Resale,Ready to Move,2,"Dwarka Sector 6, New Delhi, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.98 Cr,3 
247,20500000,3,3,2,2,1,1250,Delhi Development Authority DDA,DDA Sunder Apartments,3 (Out of 4 Floors),Resale,Ready to Move,0,"Paschim Vihar, New Delhi - West, Delhi NCR",Unfurnished,Vitrified,24 Hours Available,No/Rare Powercut,₹2.05 Cr,3 
248,24500000,3,3,3,2,nan,1125,,,4 (Out of 4 Floors),New Property,Ready to Move,0,"Double story, New Rajendra Nagar, New Delhi - Central, Delhi NCR",Unfurnished,,,,₹2.45 Cr,3 
249,27500000,3,3,3,3,nan,167,,,1 (Out of 3 Floors),Resale,Ready to Move,0,"lajpat nagar 4, Amar Colony, New Delhi - South, Delhi NCR",Semi-Furnished,,,,₹2.75 Cr,3 
250,16000000,2,2,2,3,nan,1100,,,3 (Out of 9 Floors),Resale,Ready to Move,2,"12., Sector D Vasant Kunj, New Delhi - South, Delhi NCR",Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹1.60 Cr,2 
251,50000000,3,3,3,2,2,1850,,,Ground (Out of 4 Floors),New Property,Ready to Move,0,"Corner, Uday Park, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹5.0 Cr,3 
252,28500000,3,3,3,1,1,1600,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"New Delhi, Naraina Vihar, New Delhi - West, Delhi NCR",Unfurnished,Mosaic,24 Hours Available,No/Rare Powercut,₹2.85 Cr,3 
253,26000000,3,3,4,5,1,1365,M2K,M2K Victoria Gardens,5 (Out of 19 Floors),Resale,Ready to Move,3,"Model Town, New Delhi, Azadpur, New Delhi - North, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹2.60 Cr,3 
254,19500000,3,3,3,2,nan,1600,The Antriksh Group,Rashi Apartments,2 (Out of 8 Floors),Resale,Ready to Move,0,"Dwarka Sector 7, New Delhi, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,"Marble, Normal Tiles/Kotah Stone",,,₹1.95 Cr,3 
255,15500000,3,3,3,1,nan,1090,Delhi Development Authority DDA,DDA Delhi Police Apartment,2 (Out of 3 Floors),Resale,Ready to Move,0,"New Delhi, Mayur Vihar 1, New Delhi - East, Delhi NCR",Semi-Furnished,,,,₹1.55 Cr,3 
256,38000000,3,3,3,3,2,1700,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"GK I, New Delhi - South, Delhi NCR",Unfurnished,"Granite, Marble, Marbonite",24 Hours Available,No/Rare Powercut,₹3.80 Cr,3 
257,34500000,3,3,3,1,nan,1100,,,Ground (Out of 4 Floors),New Property,Ready to Move,0,"New Delhi, Panchsheel Enclave, New Delhi - South, Delhi NCR",Unfurnished,,,,₹3.45 Cr,3 
258,16500000,3,3,2,3,2,1400,Cooperative Group Housing Society,Great India Apartment,3 (Out of 8 Floors),Resale,Ready to Move,0,"Dwarka Sector 6, New Delhi, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Marble,24 Hours Available,No/Rare Powercut,₹1.65 Cr,3 
259,6800000,3,3,2,nan,1,900,,,2 (Out of 3 Floors),Resale,Ready to Move,0,"d247 Krishna parkGupta Farm Devli road khanpur New Delhi-62, Khanpur, New Delhi - South, Delhi NCR",Semi-Furnished,"Granite, Vitrified",6 Hours Available,No/Rare Powercut,₹68.0 Lac,3 
260,17000000,3,3,2,2,nan,1250,Cooperative Group Housing Society,GS Apartment,Ground (Out of 4 Floors),Resale,Ready to Move,0,"sec 13, Rohini, New Delhi - Rohini, Delhi NCR",Semi-Furnished,,,,₹1.70 Cr,3 
261,74000000,3,3,4,3,2,226,,,3 (Out of 4 Floors),New Property,Ready to Move,0,"Anand Niketan, Anand Niketan, New Delhi - South, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Wooden",24 Hours Available,No/Rare Powercut,₹7.40 Cr,3 
262,12500000,2,2,2,nan,nan,920,,Siddhartha Extension Pocket C,2 (Out of 4 Floors),Resale,Ready to Move,0,"Sidhartha Extention, New Delhi - South, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹1.25 Cr,2 
263,9300000,2,2,2,nan,nan,1100,Delhi Development Authority DDA,DDA MIG Flats Pocket 6,4 (Out of 4 Floors),Resale,Ready to Move,0,"Sec - 12, Dwarka, New Delhi - 110075, Sector 12 Dwarka, New Delhi - Dwarka, Delhi NCR",Unfurnished,Marble,,,₹93.0 Lac,2 
264,145000000,3,3,3,3,nan,3000,,,1 (Out of 2 Floors),Resale,Ready to Move,0,"Jhandewalan Extension, New Delhi - Central, Delhi NCR",Unfurnished,"Ceramic Tiles, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹14.50 Cr,3 
265,25000000,3,3,3,3,1,1400,,,1 (Out of 3 Floors),New Property,Ready to Move,0,"B-44., Anand Vihar, New Delhi - East, Delhi NCR",Semi-Furnished,"Ceramic Tiles, Granite, Marble",24 Hours Available,No/Rare Powercut,₹2.50 Cr,3 
266,28500000,3,3,3,3,1,1480,DLF Ltd.,DLF Capital Greens 1 and 2,7 (Out of 29 Floors),Resale,Ready to Move,4,"Moti Nagar, Shivaji Marg, New Delhi, New Moti Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹2.85 Cr,3 
267,22000000,2,2,2,2,nan,1200,,,Ground (Out of 2 Floors),Resale,Ready to Move,0,"New Delhi, GK II, New Delhi - South, Delhi NCR",Unfurnished,,,,₹2.20 Cr,2 
268,20000000,3,3,2,2,1,1800,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"Model Town Phase 3, New Delhi - North, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹2.0 Cr,3 
269,28000000,3,3,3,3,1,1300,,Great Layalpore Apartments,6 (Out of 10 Floors),Resale,Ready to Move,2,"Dwarka, New Delhi, Sector 10 Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,"Ceramic Tiles, Marble",24 Hours Available,No/Rare Powercut,₹2.80 Cr,3 
270,16000000,2,2,3,1,nan,1200,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Keshav Puram, New Delhi - North, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹1.60 Cr, 1300 Sq-ft  2 
271,7500000,3,3,2,1,1,990,,Abul Fazal Enclave,5 (Out of 5 Floors),Resale,Ready to Move,0,"Abul fazal enclave 1 Okhla New Delhi., Okhla, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹75.0 Lac,3 
272,7000000,2,2,2,1,nan,810,,Duggal Housing Complex,1 (Out of 3 Floors),Resale,Ready to Move,0,"Duggal housing complex khanpur New Delhi., Khanpur, New Delhi - South, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹70.0 Lac,2 
273,9500000,3,3,2,nan,nan,84,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"J Block, Vikaspuri., Vikaspuri Block J, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut,₹95.0 Lac,3 
274,13000000,2,2,nan,nan,nan,1000,,Private Builders Independent Floor,3 (Out of 4 Floors),Resale,Ready to Move,0,"Nirankari Colony, Nirankari Colony, New Delhi - North, Delhi NCR",Unfurnished,"Ceramic Tiles, Marble",,,₹1.30 Cr,2 
275,3000000,2,2,2,1,nan,60,,,4 (Out of 4 Floors),Resale,Ready to Move,0,"Chanakya Place 1, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",24 Hours Available,No/Rare Powercut,₹30.0 Lac,2 
276,5500000,3,3,2,1,1,900,,,3 (Out of 5 Floors),New Property,Ready to Move,0,"rajpur khurd extension chhattarpur new delhi., Rajpur Khurd Extension, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹55.0 Lac,3 
277,6000000,3,3,3,nan,nan,890,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"H No 387 sudarshan park 3rd floor new delhi  110015, Sudarshan Park, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹60.0 Lac,3 
278,3000000,3,3,2,nan,1,850,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Plot no 333., Uttam Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹30.0 Lac,3 
279,3000000,3,3,2,nan,nan,850,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Plot no 22, Uttam Nagar, New Delhi - West, Delhi NCR",Unfurnished,Ceramic Tiles,,,₹30.0 Lac,3 
280,4800000,2,2,2,nan,nan,635,Cooperative Group Housing Society,Hari Enclave,Ground (Out of 2 Floors),Resale,Ready to Move,0,"JD Block, Hari Enclave., Hari Nagar, New Delhi - West, Delhi NCR",Semi-Furnished,Ceramic Tiles,6 Hours Available,No/Rare Powercut,₹48.0 Lac,2 
281,17000000,3,3,2,2,nan,1114,,Gagan Vihar CGHS Ltd,4 (Out of 4 Floors),New Property,Ready to Move,0,"Krishna Nagar, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",,,₹1.70 Cr,3 
282,4000000,3,3,2,nan,nan,71,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"Mohan Garden, New Delhi - West, Delhi NCR",Furnished,Ceramic Tiles,,,₹40.0 Lac,3 
283,20000000,3,3,3,2,2,2300,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Manoj  motiram road, shahdra, Gorakh Park West, New Delhi - East, Delhi NCR",Semi-Furnished,"Marble, Normal Tiles/Kotah Stone",24 Hours Available,No/Rare Powercut,₹2.0 Cr,3 
284,3800000,2,2,2,1,1,675,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"Mahavir Enclave Part 1, New Delhi - West, Delhi NCR",Semi-Furnished,"Vitrified, Marble",6 Hours Available,No/Rare Powercut,₹38.0 Lac,2 
285,2050000,2,2,nan,1,nan,46,,,4 (Out of 4 Floors),Resale,Ready to Move,0,"Bhagwati Garden, New Delhi - West, Delhi NCR",Semi-Furnished,Normal Tiles/Kotah Stone,24 Hours Available,No/Rare Powercut,₹20.5 Lac,2 
286,14500000,3,3,3,nan,nan,2000,,,2 (Out of 4 Floors),New Property,Ready to Move,0,"Saket, Saket, New Delhi - South, Delhi NCR",Unfurnished,,,,₹1.45 Cr,3 
287,8500000,3,3,3,1,5,1350,,,1 (Out of 5 Floors),New Property,Ready to Move,0,"Vishwakarma Colony, New Delhi, Vishwakarma Colony, New Delhi - South, Delhi NCR",Semi-Furnished,Vitrified,24 Hours Available,No/Rare Powercut,₹85.0 Lac,3 
288,8500000,2,2,nan,nan,nan,67,,,2 (Out of 4 Floors),Resale,Ready to Move,0,"Rajouri Garden, New Delhi - West, Delhi NCR",Semi-Furnished,,,,₹85.0 Lac,2 
289,21000000,3,3,3,3,nan,1650,,Pawittra Apartment,8 (Out of 9 Floors),Resale,Ready to Move,0,"Vasundhara Enclave, Vasundhara Enclave, New Delhi - East, Delhi NCR",Unfurnished,,,,₹2.10 Cr,3 
290,8000000,2,2,2,1,nan,800,Delhi Development Authority DDA,DDA Bharat Apartments,1 (Out of 4 Floors),Resale,Ready to Move,0,"Sector 16B Dwarka, New Delhi - Dwarka, Delhi NCR",Furnished,,,,₹80.0 Lac,2 
291,6500000,2,2,2,nan,nan,750,,,Ground (Out of 3 Floors),Resale,Ready to Move,0,"flat no. 562 sector 3 pocket 16 adarsh appt. dda flat dwarka new delhi, Sector 3 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,,,,₹65.0 Lac, 800 Sq-ft  2 
292,7500000,3,3,2,nan,1,1000,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"on request, Kiran Garden, New Delhi - West, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹75.0 Lac,3 
293,12000000,3,3,2,1,1,1350,,,3 (Out of 4 Floors),Resale,Ready to Move,0,"House no 67, New Krishna Nagar, New Delhi - East, Delhi NCR",Semi-Furnished,Marble,24 Hours Available,No/Rare Powercut,₹1.20 Cr,3 
294,3700000,2,2,2,1,nan,510,,,1 (Out of 4 Floors),Resale,Ready to Move,0,"Block-C, Sewak Park, New Delhi - Dwarka, Delhi NCR",Unfurnished,Ceramic Tiles,,,₹37.0 Lac,2 
295,7500000,3,3,3,nan,nan,1215,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"E-13, dwarka mor metro station, Dwarka Mor, New Delhi - West, Delhi NCR",Furnished,"Vitrified, Granite",,,₹75.0 Lac,3 
296,14500000,2,2,3,nan,nan,1150,,,Ground (Out of 4 Floors),Resale,Ready to Move,0,"Greater Kailash 2 New Delhi, GK II, New Delhi - South, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹1.45 Cr,2 
297,3520000,2,2,2,1,1,700,,,1 (Out of 4 Floors),New Property,Ready to Move,0,"Shree shyam apartments., Sector 28 Dwarka, New Delhi - Dwarka, Delhi NCR",Semi-Furnished,Ceramic Tiles,24 Hours Available,No/Rare Powercut,₹35.2 Lac,2 
